citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C3368,59,Male,Kiambu,Ruiru,Mugutha,Engineer,Primary,Swahili,Need more buses in my area.,Transport,3,Unresolved,3,,3/10/2024
C3369,43,Female,Kisumu,Seme,Central Seme,Student,Bachelor's,English,Schools lack sufficient teachers.,Education,1,Unresolved,2,,7/1/2024
C3370,43,Female,Mombasa,Jomvu,Miritini,Business,Master's,English,More resources for education needed.,Education,2,Unresolved,1,,8/22/2024
C3371,43,Female,Kisumu,Kisumu Central,Market Milimani,Nurse,PhD,Swahili,Water supply is inconsistent.,Infrastructure,1,Resolved,3,,7/13/2024
C3372,69,Female,Nairobi,Kasarani,Roysambu,Doctor,Diploma,Swahili,Roads are in poor condition.,Infrastructure,1,Resolved,2,,10/30/2023
C3373,40,Female,Nairobi,Langata,Mugumu-ini,Engineer,Bachelor's,English,Water supply is inconsistent.,Infrastructure,2,Resolved,3,,2/25/2024
C3374,30,Female,Mombasa,Changamwe,Chaani,Teacher,Master's,English,Tax rates for small businesses are too high.,Business,3,Unresolved,1,,11/16/2023
C3375,61,Female,Nairobi,Langata,Nyayo Highrise,Teacher,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Resolved,1,,4/11/2024
C3376,18,Female,Kiambu,Ruiru,Mwiki,Teacher,PhD,Swahili,Pension payments are delayed.,Pension,3,Resolved,1,,11/18/2023
C3377,45,Male,Nairobi,Langata,Nyayo Highrise,Doctor,Master's,English,Schools lack sufficient teachers.,Education,3,Resolved,2,,2/3/2024
C3378,69,Male,Kiambu,Ruiru,Mugutha,Engineer,PhD,English,Medication is unavailable in hospitals.,Healthcare,3,Resolved,1,,2/13/2024
C3379,33,Male,Mombasa,Jomvu,Mikindani,Student,Master's,Swahili,Pension payments are delayed.,Pension,1,Resolved,1,,3/24/2024
C3380,72,Male,Kisumu,Kisumu Central,Railways,Doctor,Master's,English,Pension payments are delayed.,Pension,1,Resolved,3,,2/3/2024
C3381,19,Male,Kisumu,Kisumu Central,Market Milimani,Doctor,Primary,English,Roads are in poor condition.,Infrastructure,2,Unresolved,3,,12/1/2023
C3382,63,Male,Mombasa,Changamwe,Kipevu,Business,Master's,English,Licensing process is too slow.,Business,3,Pending,2,,5/2/2024
C3383,39,Female,Mombasa,Jomvu,Jomvu Kuu,Teacher,PhD,Swahili,Public facilities need maintenance.,Infrastructure,2,Resolved,2,,5/4/2024
C3384,75,Female,Kisumu,Kisumu Central,Migosi,Student,Primary,English,Public facilities need maintenance.,Infrastructure,3,Unresolved,3,,4/1/2024
C3385,45,Male,Nairobi,Westlands,Parklands,Business,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,2,Resolved,2,,12/20/2023
C3386,43,Male,Mombasa,Kisauni,Mjambere,Nurse,High School,English,Public facilities need maintenance.,Infrastructure,2,Pending,1,,6/2/2024
C3387,62,Male,Kiambu,Limuru,Ndeiya,Engineer,High School,English,Healthcare facilities are understaffed.,Healthcare,1,Resolved,1,,2/28/2024
C3388,33,Female,Mombasa,Kisauni,Mjambere,Teacher,Primary,Swahili,More benefits for the elderly needed.,Pension,1,Resolved,2,,8/6/2024
C3389,61,Male,Mombasa,Jomvu,Mikindani,Teacher,High School,Swahili,Licensing process is too slow.,Business,1,Unresolved,1,,11/24/2023
C3390,44,Female,Kiambu,Ruiru,Gitothua,Teacher,Primary,English,Need support for startups.,Business,1,Unresolved,1,,9/22/2023
C3391,44,Female,Kiambu,Limuru,Limuru Central,Business,Bachelor's,English,Licensing process is too slow.,Business,2,Resolved,1,,6/16/2024
C3392,75,Male,Kiambu,Limuru,Limuru Central,Business,Primary,English,Water supply is inconsistent.,Infrastructure,1,Pending,2,,12/24/2023
C3393,70,Male,Nairobi,Langata,Mugumu-ini,Retired,High School,Swahili,Public facilities need maintenance.,Infrastructure,1,Resolved,2,,3/31/2024
C3394,61,Male,Mombasa,Kisauni,Bamburi,Engineer,Master's,English,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,1,,6/22/2024
C3395,64,Female,Nairobi,Kasarani,Roysambu,Student,Master's,Swahili,Need more buses in my area.,Transport,3,Resolved,3,,4/10/2024
C3396,54,Male,Nairobi,Westlands,Kangemi,Retired,Diploma,Swahili,Licensing process is too slow.,Business,1,Pending,2,,8/6/2024
C3397,34,Male,Nairobi,Westlands,Kangemi,Nurse,Primary,English,Fares are too high.,Transport,3,Pending,3,,9/11/2024
C3398,59,Female,Kisumu,Kisumu Central,Migosi,Business,High School,English,Pension payments are delayed.,Pension,3,Pending,2,,12/20/2023
C3399,77,Male,Nairobi,Kasarani,Roysambu,Doctor,Bachelor's,Swahili,Need support for startups.,Business,2,Resolved,1,,6/30/2024
C3400,47,Female,Nairobi,Westlands,Kangemi,Business,Diploma,Swahili,Need support for startups.,Business,1,Unresolved,1,,11/9/2023
C3401,35,Male,Nairobi,Westlands,Parklands,Retired,PhD,English,Need support for startups.,Business,3,Pending,1,,4/28/2024
C3402,41,Male,Mombasa,Jomvu,Mikindani,Business,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Pending,2,,6/5/2024
C3403,53,Male,Nairobi,Kasarani,Kasarani,Student,Master's,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Resolved,1,,3/3/2024
C3404,70,Female,Mombasa,Kisauni,Bamburi,Nurse,PhD,English,More resources for education needed.,Education,1,Pending,3,,4/21/2024
C3405,24,Female,Nairobi,Kasarani,Kasarani,Student,Master's,English,Roads are in poor condition.,Infrastructure,1,Pending,2,,4/21/2024
C3406,22,Male,Nairobi,Kasarani,Roysambu,Engineer,Diploma,English,Pension payments are delayed.,Pension,2,Unresolved,3,,3/24/2024
C3407,38,Male,Kisumu,Nyando,Kobura,Student,Master's,Swahili,Need support for startups.,Business,2,Unresolved,2,,9/2/2024
C3408,27,Female,Kisumu,Kisumu Central,Market Milimani,Nurse,Bachelor's,Swahili,Retirement benefits are too low.,Pension,1,Pending,2,,12/7/2023
C3409,66,Male,Nairobi,Westlands,Kitisuru,Nurse,PhD,English,Need more buses in my area.,Transport,3,Resolved,1,,9/6/2024
C3410,45,Male,Kisumu,Nyando,Kobura,Retired,Primary,English,More resources for education needed.,Education,1,Unresolved,3,,10/11/2023
C3411,67,Female,Nairobi,Westlands,Parklands,Doctor,Master's,English,Public facilities need maintenance.,Infrastructure,1,Resolved,2,,1/1/2024
C3412,80,Female,Kisumu,Seme,North Seme,Business,Primary,English,Need more buses in my area.,Transport,1,Resolved,1,,11/24/2023
C3413,74,Female,Mombasa,Changamwe,Port Reitz,Teacher,Diploma,English,More benefits for the elderly needed.,Pension,1,Unresolved,2,,10/7/2023
C3414,37,Female,Nairobi,Langata,Karen,Retired,Master's,Swahili,Retirement benefits are too low.,Pension,2,Pending,3,,9/29/2023
C3415,46,Male,Nairobi,Kasarani,Kasarani,Student,Bachelor's,English,Retirement benefits are too low.,Pension,1,Unresolved,2,,5/12/2024
C3416,73,Female,Kisumu,Kisumu Central,Migosi,Retired,PhD,Swahili,Retirement benefits are too low.,Pension,1,Unresolved,1,,5/16/2024
C3417,38,Male,Mombasa,Kisauni,Junda,Student,Diploma,English,Fares are too high.,Transport,2,Unresolved,2,,2/3/2024
C3418,75,Female,Mombasa,Changamwe,Chaani,Student,Master's,English,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,3,,4/8/2024
C3419,75,Female,Nairobi,Westlands,Parklands,Business,PhD,Swahili,Pension payments are delayed.,Pension,3,Resolved,2,,4/18/2024
C3420,62,Male,Nairobi,Kasarani,Roysambu,Student,Master's,Swahili,Retirement benefits are too low.,Pension,3,Pending,2,,8/16/2024
C3421,57,Male,Kisumu,Seme,North Seme,Teacher,Primary,Swahili,Tax rates for small businesses are too high.,Business,2,Pending,1,,11/17/2023
C3422,57,Male,Mombasa,Jomvu,Jomvu Kuu,Engineer,PhD,English,Water supply is inconsistent.,Infrastructure,3,Pending,2,,2/3/2024
C3423,56,Male,Kisumu,Seme,Central Seme,Student,Master's,English,More resources for education needed.,Education,2,Resolved,1,,6/19/2024
C3424,78,Male,Kiambu,Limuru,Bibirioni,Retired,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,2,,3/4/2024
C3425,30,Female,Kiambu,Ruiru,Mwiki,Retired,PhD,English,Licensing process is too slow.,Business,1,Resolved,2,,8/14/2024
C3426,24,Male,Mombasa,Kisauni,Junda,Retired,Primary,English,Lack of medical equipment.,Healthcare,2,Unresolved,2,,1/9/2024
C3427,41,Female,Kiambu,Limuru,Ndeiya,Retired,High School,Swahili,Fares are too high.,Transport,2,Resolved,2,,5/24/2024
C3428,53,Male,Kiambu,Limuru,Limuru Central,Engineer,PhD,Swahili,Tax rates for small businesses are too high.,Business,2,Resolved,2,,1/30/2024
C3429,33,Female,Mombasa,Kisauni,Junda,Teacher,High School,English,Healthcare facilities are understaffed.,Healthcare,2,Unresolved,1,,2/29/2024
C3430,56,Male,Kisumu,Kisumu Central,Migosi,Retired,Master's,English,The curriculum is outdated.,Education,1,Unresolved,3,,12/8/2023
C3431,34,Female,Mombasa,Kisauni,Bamburi,Teacher,Primary,Swahili,More benefits for the elderly needed.,Pension,1,Unresolved,1,,1/18/2024
C3432,48,Male,Kisumu,Nyando,Kobura,Teacher,PhD,English,Need more buses in my area.,Transport,3,Resolved,1,,4/21/2024
C3433,20,Male,Mombasa,Changamwe,Chaani,Business,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,2,,5/20/2024
C3434,52,Male,Kiambu,Limuru,Limuru Central,Retired,Master's,Swahili,Licensing process is too slow.,Business,1,Unresolved,3,,10/1/2023
C3435,64,Male,Kisumu,Nyando,Onjiko,Nurse,PhD,Swahili,Licensing process is too slow.,Business,2,Pending,2,,12/27/2023
C3436,79,Female,Kiambu,Thika,Kiganjo,Nurse,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Resolved,3,,4/28/2024
C3437,44,Male,Mombasa,Kisauni,Mjambere,Teacher,Primary,Swahili,Pension payments are delayed.,Pension,2,Pending,2,,3/15/2024
C3438,41,Male,Mombasa,Changamwe,Kipevu,Teacher,PhD,English,Fares are too high.,Transport,3,Unresolved,1,,5/30/2024
C3439,32,Male,Nairobi,Kasarani,Kasarani,Teacher,Diploma,Swahili,More resources for education needed.,Education,1,Unresolved,3,,5/24/2024
C3440,63,Male,Nairobi,Langata,Nyayo Highrise,Doctor,High School,Swahili,Tax rates for small businesses are too high.,Business,3,Unresolved,1,,5/17/2024
C3441,30,Male,Mombasa,Kisauni,Bamburi,Student,Diploma,Swahili,The curriculum is outdated.,Education,2,Resolved,3,,6/15/2024
C3442,49,Female,Kiambu,Limuru,Bibirioni,Teacher,PhD,Swahili,Roads are in poor condition.,Infrastructure,1,Pending,1,,3/12/2024
C3443,21,Female,Kiambu,Thika,Township,Business,Diploma,Swahili,Schools lack sufficient teachers.,Education,1,Unresolved,1,,6/18/2024
C3444,67,Female,Mombasa,Changamwe,Kipevu,Doctor,Primary,English,Roads are in poor condition.,Infrastructure,2,Pending,2,,4/19/2024
C3445,38,Female,Mombasa,Jomvu,Jomvu Kuu,Engineer,PhD,Swahili,Public facilities need maintenance.,Infrastructure,1,Unresolved,1,,6/6/2024
C3446,26,Male,Kiambu,Thika,Township,Engineer,High School,English,Retirement benefits are too low.,Pension,3,Unresolved,1,,10/3/2023
C3447,35,Female,Kiambu,Ruiru,Gitothua,Nurse,Diploma,English,Public facilities need maintenance.,Infrastructure,2,Resolved,3,,3/25/2024
C3448,76,Male,Nairobi,Kasarani,Kasarani,Teacher,High School,Swahili,Water supply is inconsistent.,Infrastructure,2,Pending,2,,3/12/2024
C3449,69,Male,Kiambu,Limuru,Limuru Central,Business,Primary,English,Need more buses in my area.,Transport,2,Resolved,3,,1/11/2024
C3450,36,Female,Mombasa,Kisauni,Junda,Teacher,Master's,Swahili,Fares are too high.,Transport,3,Resolved,1,,3/22/2024
C3451,75,Male,Nairobi,Westlands,Parklands,Engineer,PhD,Swahili,More resources for education needed.,Education,2,Unresolved,1,,4/21/2024
C3452,54,Female,Nairobi,Westlands,Kangemi,Engineer,Diploma,English,The curriculum is outdated.,Education,1,Resolved,1,,6/3/2024
C3453,70,Male,Mombasa,Kisauni,Mjambere,Teacher,Diploma,English,Need support for startups.,Business,2,Resolved,1,,1/17/2024
C3454,39,Female,Mombasa,Kisauni,Bamburi,Retired,Diploma,English,The curriculum is outdated.,Education,3,Unresolved,1,,10/6/2023
C3455,32,Male,Nairobi,Langata,Mugumu-ini,Nurse,Primary,English,Schools lack sufficient teachers.,Education,2,Resolved,3,,10/8/2023
C3456,22,Female,Kisumu,Kisumu Central,Railways,Retired,PhD,English,The curriculum is outdated.,Education,2,Pending,3,,12/3/2023
C3457,42,Male,Nairobi,Westlands,Parklands,Doctor,Diploma,English,Pension payments are delayed.,Pension,3,Pending,3,,2/21/2024
C3458,80,Female,Kisumu,Nyando,Kobura,Student,Primary,English,Retirement benefits are too low.,Pension,1,Pending,2,,2/16/2024
C3459,76,Female,Kisumu,Kisumu Central,Market Milimani,Teacher,PhD,Swahili,Schools lack sufficient teachers.,Education,2,Pending,1,,9/15/2023
C3460,34,Male,Kiambu,Thika,Township,Nurse,Diploma,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,3,,4/21/2024
C3461,73,Female,Kisumu,Kisumu Central,Railways,Retired,Bachelor's,English,Fares are too high.,Transport,2,Unresolved,1,,6/26/2024
C3462,75,Female,Kiambu,Thika,Kamenu,Student,Master's,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,1,,1/3/2024
C3463,54,Male,Mombasa,Jomvu,Miritini,Engineer,Diploma,Swahili,Need support for startups.,Business,2,Resolved,2,,11/26/2023
C3464,23,Male,Nairobi,Langata,Karen,Student,Bachelor's,English,Pension payments are delayed.,Pension,3,Unresolved,1,,12/21/2023
C3465,21,Male,Mombasa,Changamwe,Port Reitz,Nurse,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Pending,3,,11/12/2023
C3466,20,Male,Kisumu,Nyando,Kobura,Doctor,Primary,Swahili,Retirement benefits are too low.,Pension,2,Unresolved,3,,8/22/2024
C3467,62,Female,Nairobi,Langata,Nyayo Highrise,Student,Diploma,English,Retirement benefits are too low.,Pension,3,Pending,2,,11/22/2023
C3468,27,Male,Nairobi,Langata,Nyayo Highrise,Retired,Primary,Swahili,The curriculum is outdated.,Education,3,Unresolved,3,,11/2/2023
C3469,31,Female,Mombasa,Jomvu,Mikindani,Nurse,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,2,Unresolved,2,,3/16/2024
C3470,42,Male,Kisumu,Seme,North Seme,Nurse,High School,Swahili,Pension payments are delayed.,Pension,3,Resolved,1,,12/30/2023
C3471,49,Female,Kiambu,Limuru,Bibirioni,Teacher,Diploma,English,Roads are in poor condition.,Infrastructure,3,Unresolved,2,,10/16/2023
C3472,80,Male,Mombasa,Jomvu,Miritini,Student,Master's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,3,,7/1/2024
C3473,63,Male,Nairobi,Kasarani,Roysambu,Doctor,Bachelor's,English,Need more buses in my area.,Transport,3,Resolved,1,,1/19/2024
C3474,69,Male,Kiambu,Limuru,Limuru Central,Student,Master's,Swahili,More benefits for the elderly needed.,Pension,2,Unresolved,2,,2/28/2024
C3475,24,Male,Mombasa,Jomvu,Miritini,Student,Primary,Swahili,Need more buses in my area.,Transport,3,Pending,2,,9/19/2023
C3476,68,Male,Nairobi,Kasarani,Roysambu,Retired,High School,Swahili,Roads are in poor condition.,Infrastructure,2,Pending,3,,7/30/2024
C3477,51,Male,Kisumu,Seme,Central Seme,Engineer,Bachelor's,Swahili,Retirement benefits are too low.,Pension,2,Resolved,3,,7/2/2024
C3478,60,Male,Kiambu,Limuru,Limuru Central,Teacher,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,2,,3/24/2024
C3479,43,Male,Kiambu,Thika,Kiganjo,Doctor,Diploma,English,Schools lack sufficient teachers.,Education,1,Resolved,2,,7/29/2024
C3480,31,Female,Mombasa,Jomvu,Miritini,Teacher,Primary,Swahili,Roads are in poor condition.,Infrastructure,2,Pending,2,,2/1/2024
C3481,55,Female,Kisumu,Kisumu Central,Railways,Doctor,Diploma,English,Healthcare facilities are understaffed.,Healthcare,2,Resolved,3,,9/3/2024
C3482,56,Female,Kisumu,Kisumu Central,Migosi,Doctor,High School,English,Schools lack sufficient teachers.,Education,2,Resolved,2,,11/22/2023
C3483,69,Female,Kisumu,Seme,Central Seme,Student,PhD,English,Need support for startups.,Business,1,Unresolved,3,,8/12/2024
C3484,38,Female,Nairobi,Langata,Nyayo Highrise,Nurse,PhD,Swahili,Retirement benefits are too low.,Pension,2,Unresolved,2,,7/23/2024
C3485,27,Male,Kisumu,Seme,Central Seme,Doctor,PhD,English,Roads are in poor condition.,Infrastructure,2,Resolved,3,,8/5/2024
C3486,64,Female,Kiambu,Thika,Kamenu,Engineer,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,2,Pending,3,,2/27/2024
C3487,62,Female,Nairobi,Westlands,Kitisuru,Teacher,PhD,English,Need more buses in my area.,Transport,3,Unresolved,2,,6/11/2024
C3488,63,Female,Kiambu,Ruiru,Mugutha,Engineer,Master's,English,Need more buses in my area.,Transport,3,Resolved,2,,5/1/2024
C3489,22,Male,Mombasa,Jomvu,Jomvu Kuu,Retired,Master's,Swahili,Public transport is unreliable.,Transport,3,Unresolved,2,,1/31/2024
C3490,66,Female,Kiambu,Ruiru,Mwiki,Retired,PhD,English,Pension payments are delayed.,Pension,1,Pending,1,,10/22/2023
C3491,75,Male,Mombasa,Jomvu,Jomvu Kuu,Business,High School,Swahili,More benefits for the elderly needed.,Pension,1,Unresolved,1,,3/6/2024
C3492,54,Male,Kiambu,Limuru,Bibirioni,Engineer,Bachelor's,Swahili,Roads are in poor condition.,Infrastructure,2,Unresolved,2,,10/14/2023
C3493,39,Male,Kisumu,Nyando,Ahero,Retired,Master's,English,Public transport is unreliable.,Transport,3,Unresolved,1,,4/11/2024
C3494,32,Female,Kisumu,Nyando,Onjiko,Business,High School,English,Lack of medical equipment.,Healthcare,1,Unresolved,2,,12/20/2023
C3495,39,Male,Mombasa,Kisauni,Junda,Student,Bachelor's,Swahili,Need more buses in my area.,Transport,2,Pending,3,,1/29/2024
C3496,41,Female,Mombasa,Jomvu,Miritini,Engineer,PhD,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,1,,12/19/2023
C3497,58,Female,Mombasa,Changamwe,Kipevu,Doctor,Bachelor's,English,Tax rates for small businesses are too high.,Business,2,Resolved,2,,6/14/2024
C3498,43,Female,Mombasa,Jomvu,Miritini,Student,Bachelor's,Swahili,Pension payments are delayed.,Pension,3,Unresolved,3,,5/27/2024
C3499,46,Male,Kiambu,Ruiru,Mwiki,Retired,Bachelor's,English,Public facilities need maintenance.,Infrastructure,2,Unresolved,2,,2/28/2024
C3500,37,Male,Mombasa,Jomvu,Miritini,Business,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,3,,1/2/2024
C3501,75,Female,Nairobi,Kasarani,Kasarani,Retired,Primary,English,Public facilities need maintenance.,Infrastructure,1,Pending,1,,12/20/2023
C3502,64,Female,Mombasa,Changamwe,Chaani,Engineer,Primary,English,Schools lack sufficient teachers.,Education,2,Unresolved,3,,7/6/2024
C3503,42,Female,Kiambu,Limuru,Ndeiya,Nurse,PhD,English,More benefits for the elderly needed.,Pension,2,Pending,1,,9/23/2023
C3504,33,Male,Mombasa,Kisauni,Bamburi,Student,High School,English,Lack of medical equipment.,Healthcare,2,Resolved,2,,3/29/2024
C3505,55,Male,Kisumu,Kisumu Central,Migosi,Nurse,PhD,Swahili,More benefits for the elderly needed.,Pension,1,Resolved,2,,7/27/2024
C3506,59,Male,Mombasa,Kisauni,Junda,Teacher,Diploma,English,Licensing process is too slow.,Business,1,Pending,3,,4/5/2024
C3507,26,Female,Kisumu,Seme,North Seme,Business,Bachelor's,English,Retirement benefits are too low.,Pension,1,Resolved,1,,11/18/2023
C3508,24,Male,Mombasa,Changamwe,Kipevu,Retired,Master's,Swahili,More benefits for the elderly needed.,Pension,2,Pending,3,,12/22/2023
C3509,58,Male,Kisumu,Seme,Central Seme,Retired,High School,English,The curriculum is outdated.,Education,1,Resolved,2,,10/16/2023
C3510,39,Male,Kisumu,Seme,Central Seme,Doctor,High School,English,Public transport is unreliable.,Transport,2,Pending,3,,7/12/2024
C3511,73,Male,Mombasa,Jomvu,Mikindani,Engineer,Master's,Swahili,Lack of medical equipment.,Healthcare,3,Unresolved,3,,9/4/2024
C3512,48,Female,Mombasa,Kisauni,Junda,Doctor,Diploma,Swahili,Lack of medical equipment.,Healthcare,3,Pending,1,,11/4/2023
C3513,49,Male,Nairobi,Kasarani,Mwiki,Business,PhD,Swahili,Tax rates for small businesses are too high.,Business,1,Pending,1,,2/20/2024
C3514,78,Male,Kiambu,Thika,Township,Teacher,PhD,English,Need support for startups.,Business,3,Resolved,2,,10/20/2023
C3515,39,Female,Kisumu,Seme,North Seme,Teacher,Master's,English,Public facilities need maintenance.,Infrastructure,3,Pending,1,,5/26/2024
C3516,48,Female,Nairobi,Westlands,Parklands,Engineer,Bachelor's,Swahili,More benefits for the elderly needed.,Pension,3,Pending,2,,4/26/2024
C3517,56,Female,Nairobi,Langata,Mugumu-ini,Doctor,Primary,English,Need more buses in my area.,Transport,2,Pending,2,,7/27/2024
C3518,79,Male,Nairobi,Langata,Mugumu-ini,Doctor,Bachelor's,Swahili,More benefits for the elderly needed.,Pension,3,Pending,2,,7/31/2024
C3519,44,Female,Mombasa,Jomvu,Mikindani,Engineer,PhD,English,Licensing process is too slow.,Business,1,Resolved,3,,12/17/2023
C3520,66,Male,Kisumu,Seme,East Seme,Student,Primary,English,Retirement benefits are too low.,Pension,2,Resolved,1,,11/14/2023
C3521,72,Male,Kisumu,Seme,East Seme,Nurse,Diploma,English,Pension payments are delayed.,Pension,3,Pending,1,,7/25/2024
C3522,32,Female,Nairobi,Kasarani,Kasarani,Retired,PhD,English,Schools lack sufficient teachers.,Education,3,Pending,2,,1/19/2024
C3523,28,Male,Kisumu,Seme,North Seme,Teacher,Primary,English,Tax rates for small businesses are too high.,Business,1,Resolved,2,,9/14/2024
C3524,37,Male,Kisumu,Nyando,Onjiko,Nurse,PhD,Swahili,Need more buses in my area.,Transport,3,Resolved,3,,3/1/2024
C3525,72,Male,Nairobi,Langata,Nyayo Highrise,Nurse,Primary,Swahili,Public transport is unreliable.,Transport,3,Unresolved,3,,11/29/2023
C3526,43,Female,Kisumu,Kisumu Central,Market Milimani,Student,PhD,English,More resources for education needed.,Education,2,Resolved,2,,1/22/2024
C3527,27,Female,Mombasa,Jomvu,Miritini,Retired,Diploma,English,Pension payments are delayed.,Pension,2,Resolved,1,,1/28/2024
C3528,40,Female,Kisumu,Seme,East Seme,Engineer,Master's,English,Licensing process is too slow.,Business,1,Unresolved,1,,4/6/2024
C3529,26,Male,Kiambu,Limuru,Ndeiya,Business,Bachelor's,Swahili,Public transport is unreliable.,Transport,1,Unresolved,1,,10/19/2023
C3530,37,Female,Nairobi,Westlands,Parklands,Nurse,Primary,English,Roads are in poor condition.,Infrastructure,1,Unresolved,3,,8/8/2024
C3531,47,Male,Mombasa,Jomvu,Miritini,Teacher,Diploma,Swahili,Pension payments are delayed.,Pension,1,Unresolved,1,,12/30/2023
C3532,68,Female,Mombasa,Kisauni,Mjambere,Retired,High School,Swahili,Public facilities need maintenance.,Infrastructure,3,Resolved,1,,5/22/2024
C3533,79,Male,Mombasa,Jomvu,Miritini,Student,Bachelor's,English,More resources for education needed.,Education,1,Resolved,2,,4/27/2024
C3534,56,Female,Mombasa,Kisauni,Bamburi,Teacher,High School,English,Lack of medical equipment.,Healthcare,2,Pending,2,,1/4/2024
C3535,74,Male,Kiambu,Limuru,Ndeiya,Student,Primary,English,Fares are too high.,Transport,1,Resolved,3,,8/17/2024
C3536,36,Female,Mombasa,Kisauni,Bamburi,Teacher,Diploma,Swahili,More resources for education needed.,Education,2,Pending,3,,12/28/2023
C3537,39,Male,Nairobi,Kasarani,Kasarani,Doctor,Primary,English,Pension payments are delayed.,Pension,3,Unresolved,3,,1/14/2024
C3538,27,Female,Nairobi,Kasarani,Roysambu,Doctor,High School,Swahili,Licensing process is too slow.,Business,3,Resolved,2,,12/2/2023
C3539,52,Male,Kiambu,Limuru,Limuru Central,Nurse,Diploma,English,Pension payments are delayed.,Pension,1,Unresolved,2,,2/2/2024
C3540,20,Female,Nairobi,Westlands,Parklands,Nurse,Bachelor's,English,Schools lack sufficient teachers.,Education,1,Unresolved,3,,9/25/2023
C3541,51,Female,Nairobi,Kasarani,Mwiki,Doctor,Master's,English,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,2,,8/13/2024
C3542,21,Male,Mombasa,Kisauni,Junda,Retired,PhD,Swahili,Need more buses in my area.,Transport,1,Pending,3,,4/13/2024
C3543,21,Male,Mombasa,Kisauni,Junda,Doctor,Primary,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,2,,4/5/2024
C3544,36,Female,Nairobi,Westlands,Kitisuru,Teacher,Primary,English,Medication is unavailable in hospitals.,Healthcare,3,Resolved,1,,6/26/2024
C3545,65,Male,Kiambu,Thika,Kamenu,Nurse,PhD,English,Need more buses in my area.,Transport,2,Pending,1,,5/15/2024
C3546,33,Male,Kiambu,Thika,Township,Engineer,Diploma,Swahili,Retirement benefits are too low.,Pension,1,Pending,3,,5/3/2024
C3547,64,Male,Mombasa,Jomvu,Mikindani,Business,Diploma,Swahili,Water supply is inconsistent.,Infrastructure,3,Unresolved,3,,2/29/2024
C3548,69,Female,Nairobi,Langata,Karen,Retired,PhD,Swahili,Public facilities need maintenance.,Infrastructure,3,Resolved,3,,5/25/2024
C3549,39,Male,Kisumu,Seme,Central Seme,Teacher,PhD,English,Licensing process is too slow.,Business,3,Resolved,1,,4/5/2024
C3550,64,Male,Kiambu,Thika,Kiganjo,Student,Diploma,English,Pension payments are delayed.,Pension,3,Unresolved,2,,10/29/2023
C3551,49,Female,Kiambu,Limuru,Ndeiya,Business,High School,English,Need support for startups.,Business,3,Resolved,2,,7/5/2024
C3552,23,Female,Kiambu,Ruiru,Mugutha,Engineer,Primary,English,Public facilities need maintenance.,Infrastructure,2,Unresolved,2,,7/18/2024
C3553,66,Female,Kisumu,Kisumu Central,Railways,Engineer,Bachelor's,Swahili,Retirement benefits are too low.,Pension,2,Pending,3,,5/9/2024
C3554,72,Female,Nairobi,Kasarani,Roysambu,Engineer,Primary,English,Schools lack sufficient teachers.,Education,3,Unresolved,3,,5/23/2024
C3555,51,Female,Mombasa,Jomvu,Mikindani,Retired,High School,English,Roads are in poor condition.,Infrastructure,3,Unresolved,1,,11/29/2023
C3556,64,Female,Nairobi,Langata,Nyayo Highrise,Engineer,Primary,English,Schools lack sufficient teachers.,Education,2,Unresolved,2,,10/23/2023
C3557,18,Female,Mombasa,Kisauni,Bamburi,Business,Master's,Swahili,More resources for education needed.,Education,2,Unresolved,1,,4/13/2024
C3558,40,Female,Kiambu,Ruiru,Mwiki,Retired,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Pending,2,,1/18/2024
C3559,62,Female,Mombasa,Jomvu,Mikindani,Nurse,High School,Swahili,Pension payments are delayed.,Pension,1,Resolved,3,,5/22/2024
C3560,55,Male,Nairobi,Kasarani,Kasarani,Teacher,High School,English,Pension payments are delayed.,Pension,1,Unresolved,3,,10/4/2023
C3561,67,Female,Mombasa,Jomvu,Miritini,Business,High School,Swahili,More benefits for the elderly needed.,Pension,2,Resolved,2,,12/19/2023
